CONCISE NET LIST - 1  
CLMP_UW                  R20_UW           1        RES_AAI_0603-AAI-0,0%,1/4W,TK
CLMP_UW                  U1_UW            7        UCC21750_AAI_SOIC-AAI-UCC21750-Q1
CL_1                     R2_4VLO          1        RES_AAI_0402-AAI-4.99K,1%,1/16,TK
CL_1                     U1_4VLO          4        SWI_TPS1H200A_AAI_HVSSOP-AAI-TPS1H200A-Q1
CL_4VUP                  R2_4VUP          1        RES_AAI_0402-AAI-4.99K,1%,1/16,TK
CL_4VUP                  U1_4VUP          4        SWI_TPS1H200A_AAI_HVSSOP-AAI-TPS1H200A-Q1
CL_HSF                   R2_12VAUX        1        RES_AAI_0402-AAI-4.99K,1%,1/16,TK
CL_HSF                   U1_12VAUX        4        SWI_TPS1H200A_AAI_HVSSOP-AAI-TPS1H200A-Q1
CMP_U_ISO_VPH            U10_VPH          4        74LVC1G14_5P_AAI_SOT353-AAI-74LVC1G14-Q100
CMP_U_ISO_VPH            U2_VPH           3        ISO7741_AAI_SOIC-AAI-ISO7741-Q1
CMP_U_R_VPH              R2_VPH           2        RES_AAI_0402-AAI-0,0%,1/10W,TK
CMP_U_R_VPH              U2_VPH           14       ISO7741_AAI_SOIC-AAI-ISO7741-Q1
CMP_V_ISO_VPH            U20_VPH          4        74LVC1G14_5P_AAI_SOT353-AAI-74LVC1G14-Q100
CMP_V_ISO_VPH            U2_VPH           4        ISO7741_AAI_SOIC-AAI-ISO7741-Q1
CMP_V_R_VPH              R3_VPH           2        RES_AAI_0402-AAI-0,0%,1/10W,TK
CMP_V_R_VPH              U2_VPH           13       ISO7741_AAI_SOIC-AAI-ISO7741-Q1
CMP_W_ISO_VPH            U2_VPH           5        ISO7741_AAI_SOIC-AAI-ISO7741-Q1
CMP_W_ISO_VPH            U30_VPH          4        74LVC1G14_5P_AAI_SOT353-AAI-74LVC1G14-Q100
CMP_W_R_VPH              R4_VPH           2        RES_AAI_0402-AAI-0,0%,1/10W,TK
CMP_W_R_VPH              U2_VPH           12       ISO7741_AAI_SOIC-AAI-ISO7741-Q1
